Citing,Cited
US06009991,US04907699
US06009991,US04982827
US06009991,US05299134
US06009992,US04744454
US06009992,US05018928
US06009992,US05054601
US06009992,US05086905
US06009992,US05664660
US06009992,US05857555
US06009993,US04232782
US06009993,US04284191
US06009993,US04417938
US06009993,US04493413
US06009993,US04722433
US06009993,US04842121
US06009993,US05105933
US06009993,US05641057
US06009994,US04146126
US06009994,US04361224
US06009994,US04492297
US06009994,US04671402
US06009994,US05096045
US06009994,US05131531
US06009994,US05224584
US06009995,US04170282
US06009995,US04210186
US06009995,US04301898
US06009995,US04378866
US06009995,US04506769
US06009995,US04546863
US06009995,US04595226
US06009995,US04629065
US06009995,US04643302
US06009995,US04655343
US06009995,US04657135
US06009995,US04693402
US06009995,US04752008
US06009995,US04753329
US06009995,US04781277
US06009995,US04793532
US06009995,US04805748
US06009995,US04805749
US06009995,US04817802
US06009995,US04830154
US06009995,US04842032
US06009995,US04854432
US06009995,US04890731
US06009995,US04899887
US06009995,US04984662
US06009995,US04995436
US06009995,US05042664
US06009995,US05090526
US06009995,US05224602
US06009995,US05265719
US06009995,US05413199
US06009995,US05427453
US06009995,US05560476
US06009996,US03865166
US06009996,US03907108
US06009996,US04446900
US06009996,US04475247
US06009997,US03931667
US06009997,US04198772
US06009997,US04240183
US06009997,US04483066
US06009997,US04559676
US06009997,US04854014
US06009997,US05116091
US06009997,US05799375
US06009998,US03967728
US06009998,US04379506
US06009998,US04923061
US06009998,US05105942
US06009998,US05131537
US06009998,US05165540
US06009998,US05501341
US06009999,US03876071
US06009999,US04184594
US06009999,US04291801
US06009999,US04365711
US06009999,US04512470
US06009999,US05499714
US06009999,US05605227
US06010000,US04703854
US06010000,US04739353
US06010001,US03983873
US06010001,US04095542
US06010001,US04556146
US06010001,US04927010
US06010001,US04984907
US06010001,US05431970
US06010002,US04265234
US06010002,US04917929
US06010002,US05780048
US06010003,US04411364
US06010003,US04757900
US06010004,US05111952
US06010005,US05273354
US06010005,US05934472
US06010006,US03891090
US06010006,US03905474
US06010006,US03966046
US06010006,US04030603
US06010006,US04285432
US06010006,US04306653
US06010006,US04307804
US06010006,US04494689
US06010006,US04606460
US06010006,US04757900
US06010006,US04852743
US06010006,US05086925
US06010006,US05251760
US06010006,US05259507
US06010006,US05323896
US06010006,US05388701
US06010006,US05894932
US06010007,US04113095
US06010007,US04658567
US06010007,US04736850
US06010007,US04953705
US06010007,US05016751
US06010007,US05058744
US06010007,US05199567
US06010007,US05226543
US06010007,US05335770
US06010007,US05360109
US06010007,US05385232
US06010007,US05450959
US06010007,US05515976
US06010007,US05611426
US06010007,US05622262
US06010007,US05641061
US06010007,US05706951
US06010007,US05755329
US06010007,US05775508
US06010008,US04532970
US06010008,US04676709
US06010008,US04739882
US06010008,US04815912
US06010008,US04995430
US06010008,US05024329
US06010008,US05445271
US06010008,US05452795
US06010008,US05469963
US06010008,US05482161
US06010008,US05570987
US06010009,US04588086
US06010009,US04817795
US06010009,US05111936
US06010010,US03865629
US06010010,US04190422
US06010010,US05470466
US06010010,US05520288
US06010010,US05647989
US06010010,US05830369
US06010011,US03898150
US06010011,US05282538
US06010011,US05431286
US06010012,US03953325
US06010012,US04604193
US06010012,US04919797
US06010012,US05476178
US06010012,US05645724
US06010012,US05798025
US06010013,US04184957
US06010013,US04188294
US06010013,US04265750
US06010013,US04323451
US06010013,US04392952
US06010013,US04472273
US06010013,US04780199
US06010013,US04792394
US06010013,US04857182
US06010013,US05098561
US06010013,US05167803
US06010013,US05171436
US06010013,US05246573
US06010013,US05534140
US06010013,US05730862
US06010014,US05330644
US06010015,US04062302
US06010015,US04373449
US06010015,US05769244
US06010015,US05826729
US06010016,US04033450
US06010016,US04398880
US06010016,US04560139
US06010016,US05170696
US06010016,US05178260
US06010016,US05613596
US06010016,US05678705
US06010017,US03963126
US06010017,US04010698
US06010017,US04094417
US06010017,US04117629
US06010017,US04193351
US06010017,US04262439
US06010017,US04343842
US06010017,US04453640
US06010017,US05715955
US06010017,US05735413
US06010017,US05746334
US06010018,US03921817
US06010018,US03923407
US06010018,US03941252
US06010018,US03972378
US06010018,US04050337
US06010018,US04231699
US06010018,US04248488
US06010018,US04332328
US06010018,US04391477
US06010018,US04436444
US06010018,US04478340
US06010018,US04588057
US06010018,US04622860
US06010018,US04784278
US06010018,US05176267
US06010018,US05402898
US06010018,US05542812
US06010019,US04381839
US06010020,US04015876
US06010020,US04065168
US06010020,US04357047
US06010020,US04685721
US06010020,US04810027
US06010020,US04874184
US06010020,US04904017
US06010020,US04940279
US06010020,US05004269
US06010020,US05058756
US06010020,US05066066
US06010020,US05112099
US06010020,US05195800
US06010020,US05286079
US06010020,US05433501
US06010020,US05439266
US06010020,US05507405
US06010020,US05509714
US06010020,US05584252
US06010021,US03921840
US06010021,US03966075
US06010021,US04008916
US06010021,US04819820
US06010021,US05265748
US06010021,US05584527
US06010022,US03883005
US06010022,US04426015
US06010022,US04674647
US06010022,US04724976
US06010022,US05094356
US06010022,US05253777
US06010022,US05409126
US06010022,US05437384
US06010022,US05494350
US06010022,US05617679
US06010022,US05626253
US06010023,US04109294
US06010023,US04754944
US06010023,US05378854
US06010024,US04081105
US06010024,US05249693
US06010024,US05440978
US06010024,US05474201
US06010024,US05531348
US06010025,US04003495
US06010025,US05048713
US06010025,US05207346
US06010026,US03905509
US06010026,US04262815
US06010026,US04574975
US06010026,US04576296
US06010026,US04607757
US06010026,US04793510
US06010026,US04911323
US06010026,US05293765
US06010027,US04172152
US06010027,US04560075
US06010028,US04262815
US06010028,US04574975
US06010028,US04793510
US06010028,US04911323
US06010028,US05052576
US06010028,US05293765
US06010029,US04171060
US06010029,US04190173
US06010029,US04790444
US06010029,US05186353
US06010029,US05294014
US06010030,US03977054
US06010030,US04837892
US06010030,US05097566
US06010030,US05135128
US06010030,US05170695
US06010030,US05216780
US06010030,US05584414
US06010030,US05640741
US06010030,US05826340
US06010031,US04471885
US06010031,US04779759
US06010031,US05337897
US06010031,US05427273
US06010031,US05645203
US06010031,US05752622
US06010032,US03972449
US06010032,US04019653
US06010032,US04417610
US06010032,US04710993
US06010032,US04998672
US06010032,US05238191
US06010032,US05310114
US06010032,US05316181
US06010032,US05332125
US06010033,US04722300
US06010033,US04913713
US06010034,US04030664
US06010034,US04614284
US06010034,US04618076
US06010034,US04815635
US06010034,US04932563
US06010034,US05542581
US06010034,US05595325
US06010034,US05788125
US06010034,US05799873
US06010035,US04201558
US06010035,US05316195
US06010036,US05207659
US06010036,US05267673
US06010036,US05427280
US06010036,US05620113
US06010036,US05813571
US06010037,US03874559
US06010037,US03881642
US06010037,US03889888
US06010037,US04176527
US06010037,US04619380
US06010037,US04627556
US06010037,US04942979
US06010037,US04972999
US06010037,US05037004
US06010037,US05050777
US06010037,US05056688
US06010037,US05273219
US06010038,US04337880
US06010038,US04671430
US06010038,US05797435
US06010039,US04311255
US06010039,US04930999
US06010039,US04955511
US06010039,US05102018
US06010039,US05242089
US06010039,US05449094
US06010039,US05548943
US06010039,US05595326
US06010039,US05642908
US06010039,US05709324
US06010040,US04958757
US06010040,US05016785
US06010040,US05215209
US06010041,US04089429
US06010041,US04957221
US06010041,US05275215
US06010041,US05362393
US06010041,US05806725
US06010042,US04020982
US06010042,US04345859
US06010042,US04462510
US06010042,US04516697
US06010042,US04653672
US06010042,US04762458
US06010042,US05165581
US06010042,US05655687
US06010042,US05669527
US06010042,US05678737
US06010042,US05738136
US06010043,US04225059
US06010043,US04272968
US06010043,US04617807
US06010043,US04651538
US06010043,US04757920
US06010043,US04856678
US06010043,US05282561
US06010043,US05339986
US06010043,US05537825
US06010043,US05553749
US06010044,US04632285
US06010044,US04697724
US06010044,US04768657
US06010044,US05054066
US06010044,US05056693
US06010044,US05117508
US06010044,US05161720
US06010044,US05163590
US06010044,US05261580
US06010044,US05282553
US06010044,US05480075
US06010044,US05503269
US06010044,US05810216
US06010045,US04504001
US06010045,US04799610
US06010045,US05018653
US06010045,US05265781
US06010045,US05421497
US06010045,US05467909
US06010045,US05692721
US06010045,US05875944
US06010046,US05088421
US06010046,US05129611
US06010046,US05161868
US06010046,US05387064
US06010046,US05439150
US06010047,US04783037
US06010047,US04981277
US06010047,US05524958
US06010047,US05692658
US06010047,US05749554
US06010047,US05820094
US06010047,US05823410
US06010047,US05876007
US06010047,US05897089
US06010047,US05899426
US06010048,US03951320
US06010048,US04015760
US06010048,US04050616
US06010048,US04055284
US06010048,US04089448
US06010048,US04099658
US06010048,US04106680
US06010048,US04126228
US06010048,US04156497
US06010048,US04162755
US06010048,US04165827
US06010048,US04170322
US06010048,US04174794
US06010048,US04175682
US06010048,US04182471
US06010048,US04222508
US06010048,US04239139
US06010048,US04269339
US06010048,US04274568
US06010048,US04274569
US06010048,US04274570
US06010048,US04277009
US06010048,US04295587
US06010048,US04323182
US06010048,US04342411
US06010048,US04364500
US06010048,US04372469
US06010048,US04427141
US06010048,US04428517
US06010048,US04431123
US06010048,US04432478
US06010048,US04433804
US06010048,US04440333
US06010048,US04442961
US06010048,US04448336
US06010048,US04448337
US06010048,US04460116
US06010048,US04469261
US06010048,US04473178
US06010048,US04501385
US06010048,US04516709
US06010048,US04586638
US06010048,US04588117
US06010048,US04640450
US06010048,US04673119
US06010048,US04684048
US06010048,US04702401
US06010048,US04721239
US06010048,US04754905
US06010048,US04757929
US06010048,US04770329
US06010048,US04838467
US06010048,US04848112
US06010048,US04877168
US06010048,US04877169
US06010048,US04887754
US06010048,US04890777
US06010048,US04899917
US06010048,US04944439
US06010048,US04967945
US06010048,US04972983
US06010048,US05038988
US06010048,US05052605
US06010048,US05143267
US06010048,US05158425
US06010048,US05201911
US06010048,US05205453
US06010048,US05232138
US06010048,US05275320
US06010048,US05282562
US06010048,US05320264
US06010048,US05326007
US06010048,US05375750
US06010048,US05419479
US06010048,US05476201
US06010049,US04116341
US06010049,US04406384
US06010049,US04411461
US06010049,US04676413
US06010049,US04676414
US06010049,US05330312
US06010049,US05460304
US06010049,US05469997
US06010049,US05476202
US06010049,US05593172
US06010050,US03970229
US06010051,US04858797
US06010051,US04982883
US06010051,US05092506
US06010051,US05163550
US06010051,US05341973
US06010051,US05431317
US06010051,US05492254
US06010051,US05647522
US06010051,US05676296
US06010051,US05934533
US06010052,US03858416
US06010052,US04605044
US06010052,US04720985
US06010052,US04752044
US06010052,US04829790
US06010052,US04942908
US06010052,US04966333
US06010052,US05375435
US06010052,US05421534
US06010052,US05423197
US06010053,US04133097
US06010053,US04453705
US06010053,US04479600
US06010053,US04492016
US06010053,US04495023
US06010053,US04620658
US06010053,US05605270
US06010054,US04429695
US06010054,US04605001
US06010054,US04608981
US06010054,US04610383
US06010054,US04633861
US06010054,US04978049
US06010054,US05040715
US06010054,US05307976
US06010054,US05312023
US06010054,US05318221
US06010054,US05364001
US06010054,US05389098
US06010054,US05395034
US06010054,US05415334
US06010054,US05415335
US06010054,US05417361
US06010054,US05423471
US06010054,US05433721
US06010054,US05445304
US06010054,US05465895
US06010054,US05478003
US06010054,US05485952
US06010054,US05586711
US06010054,US05630540
US06010054,US05752644
US06010054,US05797538
US06010055,US04003511
US06010055,US05720425
US06010056,US03938722
US06010056,US04037772
US06010057,US04327860
US06010057,US04445633
US06010057,US04597522
US06010057,US04903883
US06010057,US05111989
US06010057,US05114302
US06010057,US05150828
US06010057,US05205463
US06010057,US05269452
US06010057,US05297722
US06010057,US05458280
US06010058,US04150421
US06010058,US04700016
US06010058,US04829404
US06010058,US04862248
US06010058,US04888665
US06010058,US05081561
US06010058,US05220490
US06010058,US05224022
US06010058,US05243140
US06010058,US05264664
US06010058,US05290970
US06010058,US05381307
US06010058,US05478009
US06010058,US05536605
US06010059,US04017266
US06010059,US04019876
US06010059,US04054814
US06010059,US04119260
US06010059,US04139140
US06010059,US04228944
US06010059,US04247036
US06010059,US04631805
US06010059,US04736070
US06010059,US04955523
US06010059,US04999464
US06010059,US05189507
US06010059,US05193732
US06010059,US05330088
US06010059,US05476211
US06010059,US05493069
US06010059,US05567981
US06010059,US05598629
US06010059,US05651494
US06010059,US05785786
US06010060,US05256370
US06010060,US05328660
US06010060,US05520752
US06010060,US05580520
US06010060,US05762866
US06010061,US05449110
US06010062,US04197948
US06010062,US04279585
US06010062,US04281979
US06010062,US04359160
US06010062,US05062568
US06010062,US05176607
US06010063,US04229800
US06010063,US05444647
US06010063,US05619440
US06010064,US04204635
US06010064,US04636634
US06010064,US04698630
US06010064,US04894717
US06010064,US05223829
US06010064,US05231272
US06010064,US05475378
US06010065,US04595828
US06010065,US04612864
US06010065,US05017026
US06010065,US05299511
US06010065,US05352033
US06010065,US05483047
US06010065,US05642922
US06010066,US04277837
US06010066,US05043562
US06010066,US05296692
US06010066,US05434395
US06010066,US05544014
US06010066,US05649121
US06010066,US05679007
US06010066,US05841119
US06010067,US04536647
US06010067,US04689478
US06010067,US04727243
US06010067,US04776003
US06010067,US04777646
US06010067,US04831647
US06010067,US04860341
US06010067,US04933971
US06010067,US04965568
US06010067,US04967365
US06010067,US05038284
US06010067,US05144649
US06010067,US05149945
US06010067,US05175416
US06010067,US05202825
US06010067,US05208446
US06010067,US05220501
US06010067,US05220593
US06010067,US05221838
US06010067,US05231569
US06010067,US05243645
US06010067,US05272747
US06010067,US05294782
US06010067,US05321840
US06010067,US05325418
US06010067,US05334821
US06010067,US05387784
US06010067,US05388148
US06010067,US05408077
US06010067,US05408078
US06010067,US05408513
US06010067,US05550897
US06010068,US03930924
US06010068,US04016404
US06010068,US04124947
US06010068,US04948174
US06010068,US04993068
US06010068,US05411799
US06010068,US05437897
US06010068,US05566327
US06010069,US04097923
US06010069,US04447890
US06010069,US05206488
US06010069,US05224046
US06010069,US05469497
US06010069,US05602742
US06010069,US05744787
US06010070,US04701626
US06010070,US05406062
US06010070,US05572006
US06010070,US05754670
US06010070,US05773807
US06010070,US05784102
US06010070,US05814802
US06010071,US03978318
US06010071,US04460120
US06010071,US04766299
US06010071,US04916441
US06010071,US04947028
US06010071,US05029183
US06010071,US05103461
US06010071,US05142550
US06010071,US05157687
US06010071,US05191197
US06010071,US05230088
US06010071,US05280498
US06010071,US05305181
US06010071,US05321246
US06010071,US05340972
US06010071,US05410140
US06010071,US05410141
US06010071,US05418812
US06010071,US05486944
US06010071,US05543610
US06010071,US05578810
US06010071,US05610386
US06010072,US04703186
US06010072,US04793812
US06010072,US04959871
US06010072,US05227909
US06010072,US05306908
US06010072,US05586212
US06010073,US04074114
US06010073,US05270525
US06010073,US05280159
US06010073,US05281801
US06010073,US05285056
US06010073,US05340973
US06010073,US05349172
US06010073,US05430285
US06010073,US05673136
US06010073,US05714745
US06010074,US04463250
US06010074,US04514815
US06010074,US04650981
US06010074,US04692604
US06010074,US04818855
US06010074,US04822990
US06010074,US04827115
US06010074,US04899036
US06010074,US04918416
US06010074,US05191192
US06010074,US05283422
US06010074,US05310999
US06010074,US05382778
US06010074,US05434572
US06010074,US05477215
US06010074,US05479172
US06010074,US05500650
US06010074,US05521601
US06010074,US05541583
US06010074,US05661286
US06010074,US05825875
US06010075,US04730188
US06010075,US04899158
US06010075,US04983976
US06010075,US05157687
US06010075,US05340968
US06010075,US05382778
US06010075,US05500650
US06010075,US05557096
US06010075,US05698837
US06010075,US05745525
US06010075,US05841365
US06010076,US03943325
US06010076,US03969605
US06010076,US04208570
US06010076,US04454984
US06010076,US04532894
US06010076,US05012070
US06010076,US05291960
US06010076,US05333679
US06010076,US05407130
US06010076,US05408960
US06010077,US04559275
US06010077,US04756478
US06010077,US05294056
US06010078,US04132363
US06010078,US04206876
US06010078,US05401317
US06010078,US05788162
US06010078,US05850675
US06010078,US05858096
US06010079,US04230280
US06010079,US04447007
US06010079,US04718439
US06010079,US05012608
US06010079,US05280685
US06010079,US05348226
US06010079,US05358568
US06010079,US05755382
US06010080,US04081200
US06010080,US04111316
US06010080,US04505396
US06010081,US04194874
US06010081,US05234168
US06010081,US05322510
US06010082,US03920189
US06010082,US04464186
US06010082,US04810272
US06010082,US05078762
US06010082,US05704957
US06010083,US03954662
US06010083,US04207202
US06010083,US04400220
US06010083,US04474680
US06010083,US04732181
US06010083,US05085371
US06010083,US05167285
US06010083,US05312041
US06010083,US05613773
US06010083,US05645649
US06010084,US04380321
US06010084,US04422576
US06010084,US04936510
US06010084,US05100057
US06010084,US05704977
US06010084,US05727735
US06010084,US05813608
US06010085,US03934828
US06010085,US04059232
US06010085,US04117981
US06010085,US04129261
US06010085,US04303205
US06010085,US04394981
US06010085,US04496106
US06010085,US04558825
US06010085,US05062577
US06010085,US05065946
US06010085,US05133508
US06010085,US05335867
US06010085,US05556038
US06010085,US05593097
US06010085,US05610712
US06010085,US05785262
US06010086,US03938744
US06010086,US04000858
US06010086,US04014475
US06010086,US04378093
US06010086,US04637785
US06010086,US04911368
US06010086,US05044566
US06010086,US05553794
US06010086,US05562254
US06010087,US03986679
US06010087,US04461435
US06010087,US04883238
US06010088,US04220026
US06010088,US04664773
US06010088,US04914935
US06010088,US05052124
US06010088,US05079937
US06010088,US05282524
US06010089,US03899143
US06010090,US04723724
US06010090,US04828195
US06010090,US05104055
US06010090,US05370335
US06010090,US05458033
US06010090,US05505405
US06010090,US05557997
US06010090,US05725176
US06010090,US05839688
US06010091,US04075747
US06010091,US04138074
US06010091,US04605179
US06010091,US05094394
US06010091,US05152471
US06010092,US04293137
US06010092,US04650132
US06010092,US04917326
US06010092,US04921186
US06010092,US05069395
US06010092,US05096133
US06010092,US05098203
US06010092,US05197270
US06010092,US05385007
US06010092,US05440184
US06010092,US05509621
US06010092,US05645355
US06010092,US05665293
US06010092,US05704613
US06010092,US05763972
US06010093,US03881531
US06010093,US04112753
US06010093,US04120259
US06010093,US04365772
US06010093,US04640474
US06010093,US04768739
US06010093,US04842219
US06010093,US04842221
US06010093,US04995572
US06010093,US05080302
US06010093,US05115997
US06010093,US05470032
US06010093,US05645248
US06010093,US05646343
US06010093,US05757157
US06010094,US05156359
US06010094,US05741032
US06010094,US05887916
US06010095,US03892490
US06010095,US03901607
US06010095,US03996787
US06010095,US04053127
US06010095,US04095456
US06010095,US04210021
US06010095,US04269192
US06010095,US04333004
US06010095,US04461178
US06010095,US04553137
US06010095,US04628736
US06010095,US04745804
US06010095,US04797660
US06010095,US04819480
US06010095,US04980673
US06010095,US05061836
US06010095,US05243185
US06010095,US05296853
US06010095,US05398547
US06010095,US05400144
US06010095,US05484121
US06010095,US05596320
US06010095,US05748091
US06010095,US05760711
US06010095,US05796106
US06010096,US03863870
US06010096,US04014617
US06010096,US04043834
US06010096,US04293731
US06010096,US04371134
US06010096,US04394529
US06010096,US04561614
US06010096,US04988060
US06010096,US05037043
US06010096,US05319905
US06010096,US05393018
US06010096,US05509747
US06010096,US05520747
US06010096,US05673459
US06010096,US05785280
US06010096,US05810296
US06010096,US05909860
US06010098,US03987984
US06010098,US04252287
US06010098,US04341176
US06010098,US04349169
US06010098,US04386574
US06010098,US04865275
US06010098,US05529458
US06010098,US05531407
US06010098,US05626312
US06010099,US04624472
US06010099,US05297890
US06010099,US05558411
US06010099,US05806813
US06010100,US03951367
US06010100,US04588152
US06010100,US04903920
US06010100,US04903921
US06010100,US05054741
US06010100,US05411228
US06010100,US05615852
US06010100,US05669589
US06010100,US05739474
US06010101,US04834235
US06010101,US04921192
US06010101,US05152483
US06010101,US05209350
US06010101,US05339951
US06010101,US05356003
US06010101,US05407155
US06010101,US05415285
US06010101,US05516064
US06010101,US05597144
US06010101,US05634616
US06010101,US05673879
US06010101,US05681016
US06010101,US05762189
US06010101,US05799786
US06010101,US05816399
US06010101,US05816544
US06010101,US05823485
US06010101,US05829719
US06010101,US05857567
US06010101,US05860521
US06010102,US04325143
US06010102,US04836482
US06010102,US04863130
US06010102,US05016850
US06010102,US05020754
US06010102,US05042418
US06010102,US05137238
US06010102,US05313337
US06010102,US05339551
US06010102,US05435511
US06010102,US05678793
US06010102,US05695164
US06010103,US04447030
US06010103,US05180019
US06010103,US05509632
US06010103,US05626244
US06010104,US04657213
US06010104,US04697780
US06010104,US04795211
US06010104,US04984722
US06010104,US05058787
US06010104,US05118059
US06010104,US05139222
US06010104,US05199678
US06010104,US05279452
US06010104,US05320406
US06010104,US05474272
US06010104,US05533782
US06010104,US05697587
US06010104,US05813579
US06010104,US05865412
US06010104,US05906348
US06010105,US04170333
US06010105,US05323996
US06010106,US04479318
US06010106,US04589682
US06010106,US04645237
US06010106,US04819964
US06010106,US05087078
US06010106,US05152492
US06010106,US05237956
US06010106,US05249546
US06010107,US03905324
US06010107,US04163426
US06010107,US04348978
US06010107,US04519153
US06010107,US04590883
US06010107,US04593877
US06010107,US04650147
US06010107,US04884524
US06010107,US04986209
US06010107,US05233938
US06010107,US05249381
US06010107,US05483916
US06010108,US03872906
US06010108,US04541601
US06010108,US04913395
US06010108,US05393031
US06010108,US05507117
US06010108,US05707037
US06010109,US04404688
US06010109,US04516616
US06010109,US04625862
US06010109,US04710980
US06010109,US05075918
US06010109,US05147703
US06010109,US05394914
US06010110,US04005334
US06010110,US04517481
US06010110,US04668845
US06010110,US05278366
US06010110,US05302083
US06010110,US05382766
US06010110,US05421701
US06010111,US04365779
US06010111,US04547027
US06010111,US04589713
US06010111,US04762378
US06010111,US04781347
US06010111,US04834329
US06010111,US05024415
US06010111,US05588625
US06010111,US05626435
US06010111,US05632463
US06010111,US05701347
US06010112,US03931953
US06010112,US04096881
US06010112,US04568058
US06010112,US04613111
US06010112,US05150734
US06010113,US04094492
US06010113,US04188862
US06010114,US04164236
US06010114,US05494257
US06010115,US04201365
US06010115,US04221307
US06010115,US04377274
US06010115,US04765361
US06010115,US05020776
US06010115,US05330158
US06010116,US03930637
US06010116,US04673166
US06010116,US04792122
US06010116,US04910933
US06010116,US05409196
US06010116,US05542649
US06010116,US05556080
US06010117,US04369953
US06010118,US04121583
US06010118,US04225542
US06010118,US04674494
US06010118,US04748314
US06010118,US04773410
US06010118,US04774032
US06010118,US04825863
US06010118,US05255674
US06010118,US05392770
US06010119,US03947006
US06010119,US04052088
US06010119,US04108423
US06010119,US05711514
US06010120,US04720084
US06010120,US04828234
US06010120,US05098072
US06010120,US05114124
US06010120,US05145156
US06010120,US05170998
US06010120,US05180148
US06010120,US05246212
US06010120,US05393041
US06010121,US04432538
US06010121,US04981289
US06010122,US03866900
US06010122,US03948504
US06010122,US03961781
US06010122,US04106148
US06010122,US04279409
US06010122,US04349185
US06010122,US04720089
US06010122,US04969862
US06010122,US05030193
US06010122,US05046710
US06010122,US05078374
US06010123,US04448407
US06010123,US04657240
US06010123,US04703926
US06010123,US04775142
US06010123,US05639078
US06010123,US05713566
US06010124,US03944794
US06010124,US04278344
US06010124,US04379549
US06010124,US04739369
US06010124,US04786039
US06010124,US04905044
US06010124,US04908673
US06010124,US04956651
US06010124,US04957285
US06010124,US05008709
US06010124,US05031003
US06010124,US05084741
US06010124,US05201505
US06010124,US05280897
US06010124,US05327206
US06010124,US05460360
US06010124,US05559594
US06010124,US05754934
US06010125,US04593895
US06010125,US05560596
US06010126,US04887806
US06010126,US05277416
US06010126,US05549289
US06010126,US05718424
US06010126,US05764384
US06010127,US03944794
US06010127,US04078787
US06010127,US04231567
US06010127,US04958823
US06010127,US05257070
US06010127,US05313258
US06010127,US05356263
US06010127,US05532793
US06010127,US05543909
US06010127,US05652942
US06010128,US04551203
US06010128,US04692215
US06010128,US04809445
US06010128,US05022166
US06010128,US05046712
US06010128,US05183251
US06010129,US05080342
US06010129,US05390910
US06010129,US05449167
US06010129,US05499811
US06010129,US05632479
US06010129,US05857670
US06010129,US05890050
US06010130,US03934881
US06010130,US04055344
US06010130,US04474558
US06010131,US03964359
US06010131,US04965983
US06010131,US05067309
US06010131,US05609337
US06010132,US04195476
US06010132,US04202554
US06010132,US04358120
US06010132,US04415309
US06010132,US04422288
US06010132,US04541741
US06010132,US04567730
US06010132,US04580346
US06010132,US04730876
US06010132,US04756536
US06010132,US04781388
US06010132,US04785623
US06010132,US04809990
US06010132,US04901522
US06010132,US04971336
US06010132,US04989886
US06010132,US05002288
US06010132,US05026252
US06010132,US05029875
US06010132,US05066025
US06010132,US05074748
US06010132,US05076590
US06010132,US05090710
US06010132,US05106104
US06010132,US05110033
US06010132,US05114159
US06010132,US05135237
US06010132,US05174582
US06010132,US05176389
US06010132,US05181728
US06010132,US05181827
US06010132,US05192084
US06010132,US05201530
US06010132,US05318309
US06010132,US05335920
US06010132,US05351971
US06010132,US05374068
US06010132,US05400586
US06010132,US05401036
US06010132,US05474305
US06010132,US05474306
US06010132,US05503405
US06010133,US04340462
US06010133,US04355937
US06010133,US04433951
US06010133,US04483654
US06010133,US04593915
US06010133,US04753417
US06010133,US04795299
US06010133,US04804086
US06010133,US04917556
US06010133,US05002255
US06010133,US05100276
US06010133,US05120019
US06010133,US05150882
US06010133,US05295522
US06010133,US05344542
US06010133,US05383338
US06010133,US05697750
US06010133,US05730573
US06010134,US04797513
US06010134,US04912287
US06010134,US04928349
US06010135,US04382639
US06010135,US04514015
US06010135,US04944642
US06010135,US05348317
US06010135,US05348318
US06010135,US05501473
US06010135,US05553873
US06010135,US05669616
US06010136,US05207438
US06010136,US05374071
US06010136,US05390941
US06010136,US05411276
US06010136,US05413362
US06010136,US05511805
US06010136,US05575489
US06010136,US05630596
US06010136,US05630597
US06010136,US05639104
US06010136,US05755449
US06010136,US05868404
US06010137,US05335924
US06010137,US05462296
US06010137,US05465984
US06010137,US05486012
US06010137,US05505469
US06010137,US05511804
US06010137,US05570759
US06010137,US05590889
US06010137,US05634647
US06010137,US05649715
US06010137,US05653454
US06010137,US05655783
US06010137,US05702113
US06010137,US05735537
US06010137,US05741017
US06010138,US05079858
US06010138,US05299823
US06010138,US05435080
US06010138,US05704139
US06010138,US05727797
US06010138,US05820155
US06010139,US04270771
US06010139,US04973080
US06010139,US05040823
US06010139,US05447332
US06010139,US05480188
US06010139,US05562305
US06010140,US04638682
US06010140,US04771651
US06010140,US05033325
US06010140,US05163339
US06010141,US03944296
US06010141,US04169635
US06010141,US04542912
US06010141,US04752081
US06010141,US04946184
US06010141,US05066035
US06010141,US05165713
US06010141,US05165714
US06010141,US05263856
US06010141,US05431424
US06010141,US05482308
US06010141,US05522613
US06010141,US05620770
US06010141,US05622767
US06010141,US05746438
US06010142,US04033601
US06010142,US04067756
US06010142,US04078823
US06010142,US04148498
US06010142,US04697819
US06010142,US04737199
US06010142,US04989892
US06010142,US05265899
US06010143,US04318501
US06010143,US05344175
US06010143,US05593172
US06010143,US05735539
US06010144,US03858989
US06010144,US04050714
US06010144,US04072257
US06010144,US04576501
US06010144,US04620718
US06010144,US04711595
US06010144,US04989892
US06010144,US04998841
US06010144,US05025932
US06010144,US05169168
US06010144,US05184840
US06010144,US05186483
US06010144,US05333888
US06010144,US05449100
US06010144,US05593172
US06010145,US04175768
US06010145,US04240555
US06010145,US04577772
US06010145,US05249823
US06010145,US05415311
US06010145,US05449224
US06010145,US05465996
US06010145,US05653458
US06010145,US05664799
US06010145,US05749589
US06010146,US03904222
US06010146,US03944250
US06010146,US03966227
US06010146,US04325568
US06010146,US04770439
US06010146,US05060972
US06010146,US05435593
US06010146,US05658008
US06010146,US05692772
US06010146,US05697636
US06010146,US05735542
US06010146,US05779261
US06010146,US05791682
US06010147,US05145207
US06010147,US05310213
US06010147,US05431442
US06010147,US05505484
US06010147,US05544912
US06010148,US05577766
US06010148,US05625333
US06010148,US05630617
US06010148,US05678851
US06010148,US05855392
US06010149,US05322322
US06010149,US05480181
US06010149,US05588672
US06010149,US05765869
US06010149,US05788270
US06010150,US03948541
US06010150,US03971569
US06010150,US04348037
US06010150,US05556129
US06010151,US03874694
US06010151,US05303953
US06010151,US05413378
US06010151,US05454591
US06010152,US05271525
US06010152,US05470104
